"","id","time","t","Y","error","eff","T0","D","treat","X1","X2","X3","X4","X5","X6","X7","X8","X9","unitFE","timeFE","F1","F2","L1","L2","FL1","FL2"
"1",101,1,1,4.39044474657471,-0.641625091733006,0,30,0,0,-0.275083221439906,0.327551532496117,0.808794654305009,0.77083883403983,0.496597218425434,0.131865875918558,-0.378158941718725,-1.79321017862392,-0.634477425748067,1.14613309493839,0.878262353642365,-0.84847828293991,0.233365947979006,0.555146804083047,-0.973216370564199,-0.471030007107962,-0.227115560905402
"2",101,2,2,3.08642579643418,0.229212835845068,0,30,0,0,-0.315540134825527,1.21160461400505,1.05875439499861,0.710481769170471,0.835509351128615,-0.663868401811628,-0.427952252128023,0.256100544727438,-1.9564685308795,1.14613309493839,-0.702571788232763,-0.793858052487906,-0.510349340996681,0.555146804083047,-0.973216370564199,-0.440707760734252,0.496680333364621
"3",101,3,3,10.0359092695367,-1.03310575503822,0,30,0,0,0.875494248219749,-0.425589180261736,-0.636935970471515,-0.142708923586557,0.665247928514806,-0.493026279151478,0.624318978103658,0.731997146251851,0.820665538087677,1.14613309493839,0.603986275620331,-0.642717994282891,-0.547758665991042,0.555146804083047,-0.973216370564199,-0.356802840452813,0.53308770086089
"4",101,4,4,-8.91349478144666,-0.199527115179902,0,30,0,0,-2.20146552240797,-2.43825940658323,-0.707103518071013,0.111479810020158,1.18063448389884,-1.59220290306607,-0.313962883252352,0.608727624848222,-0.323752651564233,1.14613309493839,1.73434816511992,-1.24516535184256,-2.10168113283036,0.555146804083047,-0.973216370564199,-0.691249565630338,2.04539048417642
"5",101,5,5,0.555984682324692,0.149420459795433,0,30,0,0,-0.43162606473551,-1.22463516503682,-0.662861555396943,0.794519282000265,0.719172144981961,-0.383262218910368,0.0739131787695434,0.619110904844564,1.69235247228417,1.14613309493839,-0.437217545683563,-0.392470135599169,-1.83045320231414,0.555146804083047,-0.973216370564199,-0.217878541475919,1.78142702204378
"6",101,6,6,3.58561838010242,1.03526328271888,0,30,0,0,1.26083780489523,-0.17946951174488,-0.233171271529288,0.419468992843586,0.763881050277063,1.04406012825414,0.0703071526925762,0.392015720661804,0.663933000319005,1.14613309493839,-0.896982597225487,-2.87546312288552,-1.18192271826466,0.555146804083047,-0.973216370564199,-1.59630416292855,1.15026653815691
"7",101,7,7,-1.74953804425601,-0.203768806107443,0,30,0,0,0.943199244385513,-0.336532515012511,-1.9881182063659,1.34140954905936,0.262259611857044,-1.49547541959604,0.732484354583099,0.718129488973601,1.35717380850555,1.14613309493839,-2.85295894110639,-3.13851468294876,-1.14049681073515,0.555146804083047,-0.973216370564199,-1.74233639580672,1.10995016678371
"8",101,8,8,0.34356975387275,1.54429266933599,0,30,0,0,-1.3278691305087,-0.545532350138726,0.506411318320507,-0.511785407805832,-0.456415506366347,0.434479845960849,-0.99456785013638,1.29795830164287,-1.33914764641429,1.14613309493839,-2.14670415855245,-4.26788322273414,-2.01003218824287,0.555146804083047,-0.973216370564199,-2.36930173130051,1.95619623095894
"9",101,9,9,-0.475156753647044,-1.03476464969638,0,30,0,0,0.397562321187687,0.0791299808682458,-0.688291544618759,-0.111070185072343,0.697020691103678,0.751867310941778,-1.07123348100753,-0.694339196807998,-0.84873899527948,1.14613309493839,-1.2233636776783,-3.91424299301236,-2.17115755411731,0.555146804083047,-0.973216370564199,-2.17297948797527,2.11300607474109
"10",101,10,10,0.474741834574849,0.384537125424129,0,30,0,0,-0.398501611421824,0.763303177073268,-1.11377827346034,-1.33020056319773,-0.922504145981808,-0.829715489609338,-0.779337766537454,-2.05201047807156,1.48628551238042,1.14613309493839,1.02693795823471,0.320945023952423,-0.29430892364702,0.555146804083047,-0.973216370564199,0.178171604333545,0.286426262496409
"11",101,11,11,14.3505570830897,0.0493475044426772,0,30,0,0,-0.231018817889913,1.38521888254573,1.41372443816382,-1.11280608649719,0.247313136799038,-0.90552808683149,-0.260291232802292,0.814126595000396,-1.46155880358921,1.14613309493839,-1.42653588809786,-1.56328386088763,-0.650095756633277,0.555146804083047,-0.973216370564199,-0.867852039246376,0.632683832789825
"12",101,12,12,-4.16027511104895,0.210356930061719,0,30,0,0,0.902391852501755,-2.38709071023508,-0.577484506292304,-0.548848900025997,0.701707018707258,-1.21710157205128,0.806659874778361,0.251972354513571,0.521029334466123,1.14613309493839,-2.15751318316246,-1.1045376569569,-1.9277361860295,0.555146804083047,-0.973216370564199,-0.613180550248998,1.8761044143729
"13",101,13,13,1.71313738427379,0.457918839567846,0,30,0,0,1.51893866536378,1.05865296484385,-0.94183746951619,0.258996428516945,0.272477336578243,1.01236923799884,0.475135022391067,-1.53633803211122,0.412615783370047,1.14613309493839,0.174640837393502,3.08945048297888,1.66288607983186,0.555146804083047,-0.973216370564199,1.71509856199855,-1.6183479552757
"14",101,14,14,-1.89461969700189,2.36682798768527,0,30,0,0,-0.116343425122903,-2.25068721509782,-0.666944840048271,-0.382226745555377,0.0460439509426184,-0.98741697715492,-0.304256098178372,-0.823779538964393,1.08024045701747,1.14613309493839,-0.141364312069394,3.5149475844955,3.47010705286118,0.555146804083047,-0.973216370564199,1.9513119180521,-3.37716499145479
"15",101,15,15,0.971968505340135,-0.110647899425747,0,30,0,0,-0.522966338274557,-0.16448785371264,0.675940063440192,0.178903422750834,-2.06004776605839,1.25122179907838,0.648581975114538,0.0675090766328706,1.03889773646688,1.14613309493839,1.02778912313391,1.51432060395691,6.131071647011,0.555146804083047,-0.973216370564199,0.840670243643785,-5.96685929597311
"16",101,16,16,3.29830718412559,-0.276834642892148,0,30,0,0,0.557972472639136,-0.441939940785219,-0.504363622970421,1.32135472608326,-0.0450164136576165,1.53827886115124,0.277035841770602,1.12799525462565,0.10129252354804,1.14613309493839,0.834909231862511,0.257965226826675,1.33722572841641,0.555146804083047,-0.973216370564199,0.143208571237387,-1.30140997003449
"17",101,17,17,-3.49567841735672,-2.57226109859294,0,30,0,0,0.346131216080029,0.766509011207319,-1.93867849920555,0.551928873909988,0.49579413869285,1.8843804243908,0.376558634580991,-1.6341154138092,-0.203630503325917,1.14613309493839,0.949591075265769,2.55305172138426,3.9823944023101,0.555146804083047,-0.973216370564199,1.41731850378519,-3.87573142637142
"18",101,18,18,10.5915787976276,-0.391018439807104,0,30,0,0,0.162891367865588,0.521092041784084,0.638210081316821,-0.446049976057697,1.71096259032365,-1.08408275744088,-1.04819342551509,-0.180059894352417,-0.514263754428299,1.14613309493839,1.85468996186553,3.82241404325628,0.0848851395380383,0.555146804083047,-0.973216370564199,2.12200093999588,-0.0826116074160453
"19",101,19,19,18.8214030107171,1.42749190981569,0,30,0,0,1.70414060318009,-1.11567973568865,0.186134703573164,1.7717924962498,-0.593933086204819,0.281135228792945,-2.45830915396987,-0.486179977411075,-0.610346188004509,1.14613309493839,0.373922956244284,0.895329683059612,1.70803942236555,0.555146804083047,-0.973216370564199,0.497039412151231,-1.66229192741518
